,EH_ID,experiment,dpi,labels,weight,relative_weight,weight_dpi0,feces_weight,dpi_dissect,batch,infection_history,mouse_strain,birthday,sex,primary_infection,challenge_infection
52,LM0404,E11,5,E11aSVY,14.79,89.745145631068,16.48,1.35,NA,a,E64:E64,PWD,23.10.2020,M,E64,NA
53,LM0404,E11,2,E11aBTZ,15.73,95.4490291262136,16.48,0.66,NA,a,E64:E64,PWD,23.10.2020,M,E64,NA
54,LM0404,E11,7,E11aDSZ,15.22,92.3543689320388,16.48,1.26,NA,a,E64:E64,PWD,23.10.2020,M,E64,NA
55,LM0404,E11,3,E11aQVX,15.39,93.3859223300971,16.48,0.87,NA,a,E64:E64,PWD,23.10.2020,M,E64,NA
56,LM0405,E11,4,E11aIWX,14.1,96.1145194274029,14.67,1.12,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
57,LM0405,E11,9,E11aEMV,NA,NA,14.67,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
58,LM0405,E11,11,E11aLSX,NA,NA,14.67,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
59,LM0405,E11,7,E11aDHM,14.32,97.6141785957737,14.67,0.92,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
60,LM0405,E11,5,E11aGMO,13.96,95.1601908657124,14.67,1.54,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
61,LM0405,E11,10,E11aGJR,NA,NA,14.67,NA,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
62,LM0405,E11,6,E11aBPQ,13.86,94.478527607362,14.67,1.41,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
63,LM0405,E11,3,E11aBGK,14.1,96.1145194274029,14.67,1.01,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
64,LM0405,E11,8,E11aHPY,12.1,82.4812542603954,14.67,0.49,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
65,LM0405,E11,1,E11aHLR,14.7,100.204498977505,14.67,0.92,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
66,LM0405,E11,2,E11aMOW,14.3,97.4778459441036,14.67,0.83,NA,a,E88:E64,PWD,23.10.2020,F,E88,NA
67,LM0406,E11,9,E11aDOX,16.91,91.4054054054054,18.5,1.38,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
68,LM0406,E11,4,E11aAPU,18.87,102,18.5,1.25,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
69,LM0406,E11,5,E11aPQY,17.95,97.027027027027,18.5,1.07,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
70,LM0406,E11,10,E11aSVX,17.11,92.4864864864865,18.5,1.97,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
71,LM0406,E11,3,E11aPWX,17.85,96.4864864864865,18.5,1,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
72,LM0406,E11,8,E11aBEG,16.66,90.0540540540541,18.5,1.57,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
73,LM0406,E11,1,E11aIMS,18.43,99.6216216216216,18.5,1.54,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
74,LM0406,E11,6,E11aFTZ,17.3,93.5135135135135,18.5,1.09,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
75,LM0406,E11,11,E11aIJQ,17.26,93.2972972972973,18.5,1.73,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
76,LM0406,E11,7,E11aQRZ,17.3,93.5135135135135,18.5,0.93,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
77,LM0406,E11,2,E11aEGV,17.52,94.7027027027027,18.5,1.54,NA,a,UNI:E88,SCHUNT,1.10.2020,F,UNI,NA
78,LM0407,E11,4,E11aJPV,22.8,96.6921119592876,23.58,1.09,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
79,LM0407,E11,9,E11aPSW,21.75,92.2391857506361,23.58,0.73,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
80,LM0407,E11,11,E11aDFI,22.74,96.4376590330789,23.58,0.82,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
81,LM0407,E11,7,E11aLMP,23.27,98.685326547922,23.58,1.57,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
82,LM0407,E11,5,E11aEOS,22.78,96.607294317218,23.58,1.54,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
83,LM0407,E11,10,E11aABM,23.37,99.1094147582697,23.58,1.07,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
84,LM0407,E11,6,E11aCKQ,23.1,97.9643765903308,23.58,1.61,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
85,LM0407,E11,3,E11aACS,22.16,93.9779474130619,23.58,0.87,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
86,LM0407,E11,8,E11aVXY,23.21,98.4308736217133,23.58,0.96,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
87,LM0407,E11,1,E11aAQT,22.71,96.3104325699746,23.58,1.26,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
88,LM0407,E11,2,E11aBWZ,22.41,95.0381679389313,23.58,0.89,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
89,LM0408,E11,10,E11aAKV,14.98,97.1465629053178,15.42,1.3,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
90,LM0408,E11,11,E11aHJT,15.12,98.0544747081712,15.42,1.28,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
91,LM0408,E11,4,E11aFOT,13.45,87.2243839169909,15.42,1.4,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
92,LM0408,E11,9,E11aGIN,15.26,98.9623865110247,15.42,1.21,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
93,LM0408,E11,6,E11aMOR,13.83,89.6887159533074,15.42,1.68,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
94,LM0408,E11,2,E11aDLP,14.76,95.7198443579767,15.42,0.84,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
95,LM0408,E11,7,E11aCLM,14.95,96.9520103761349,15.42,1.96,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
96,LM0408,E11,5,E11aGTZ,12.74,82.6199740596628,15.42,0.83,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
97,LM0408,E11,1,E11aLMN,15.19,98.5084306095979,15.42,0.66,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
98,LM0408,E11,3,E11aQTV,14.57,94.4876783398184,15.42,0.93,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
99,LM0408,E11,8,E11aERS,15.35,99.5460440985733,15.42,1.15,NA,a,E64:E88,PWD,11.10.2020,F,E64,NA
100,LM0409,E11,10,E11aIPS,NA,NA,17.89,NA,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
101,LM0409,E11,11,E11aFIK,NA,NA,17.89,NA,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
102,LM0409,E11,4,E11aIOT,17.4,97.261039686976,17.89,1.22,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
103,LM0409,E11,9,E11aEIK,NA,NA,17.89,NA,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
104,LM0409,E11,6,E11aKVW,17.3,96.7020681945221,17.89,1.12,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
105,LM0409,E11,2,E11aBIT,17.76,99.27333705981,17.89,1.39,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
106,LM0409,E11,7,E11aGJU,15.55,86.9200670765791,17.89,0.47,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
107,LM0409,E11,5,E11aCTV,17.14,95.8077138065959,17.89,1.56,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
108,LM0409,E11,1,E11aEIX,17.78,99.3851313583007,17.89,1.22,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
109,LM0409,E11,3,E11aCPU,17.22,96.254891000559,17.89,1.15,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
110,LM0409,E11,8,E11aHOU,13.39,74.8462828395752,17.89,0.11,NA,a,E88:UNI,PWD,11.10.2020,M,E88,NA
111,LM0410,E11,9,E11aNRS,16.99,100.058892815077,16.98,1.96,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
112,LM0410,E11,4,E11aBLS,16.54,97.4087161366313,16.98,0.98,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
113,LM0410,E11,5,E11aGHM,16.02,94.3462897526502,16.98,1.09,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
114,LM0410,E11,10,E11aLPX,17.03,100.294464075383,16.98,1.33,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
115,LM0410,E11,3,E11aDEP,16.83,99.1166077738516,16.98,0.95,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
116,LM0410,E11,8,E11aIKT,17.41,102.532391048292,16.98,1.19,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
117,LM0410,E11,1,E11aDJT,16.29,95.9363957597173,16.98,0.66,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
118,LM0410,E11,6,E11aEGU,16.45,96.8786808009423,16.98,1.39,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
119,LM0410,E11,11,E11aCPZ,16.66,98.1154299175501,16.98,0.9,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
120,LM0410,E11,7,E11aBMN,16.43,96.7608951707892,16.98,1.69,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
121,LM0410,E11,2,E11aAHO,16.88,99.4110718492344,16.98,1.17,NA,a,E64:E64,PWD,14.10.2020,F,E64,NA
122,LM0411,E11,10,E11aCJK,16.3,102.51572327044,15.9,1.15,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
123,LM0411,E11,5,E11aCDM,13.85,87.1069182389937,15.9,1.65,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
124,LM0411,E11,1,E11aGWX,14.8,93.0817610062893,15.9,0.67,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
125,LM0411,E11,6,E11aJSX,15.25,95.9119496855346,15.9,1.38,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
126,LM0411,E11,11,E11aCQZ,15.82,99.496855345912,15.9,1.22,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
127,LM0411,E11,4,E11aJWZ,13.68,86.0377358490566,15.9,1.41,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
128,LM0411,E11,9,E11aADR,16.25,102.201257861635,15.9,1.79,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
129,LM0411,E11,2,E11aLOP,14.86,93.4591194968553,15.9,1.36,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
130,LM0411,E11,7,E11aILW,15.49,97.4213836477987,15.9,1.42,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
131,LM0411,E11,8,E11aBKP,16.03,100.817610062893,15.9,1.3,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
132,LM0411,E11,3,E11aBRZ,15.54,97.7358490566038,15.9,0.84,NA,a,E64:E88,PWD,24.10.2020,M,E64,NA
133,LM0412,E11,1,E11aJMP,23.37,99.1514637250743,23.57,1.71,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
134,LM0412,E11,6,E11aLPY,24.44,103.691132795927,23.57,1.37,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
135,LM0412,E11,11,E11aAOV,23.63,100.254560882478,23.57,1.31,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
136,LM0412,E11,4,E11aIVX,23.66,100.381841323717,23.57,2.09,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
137,LM0412,E11,9,E11aCMU,23.87,101.272804412389,23.57,1.3,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
138,LM0412,E11,10,E11aBMS,23.75,100.763682647433,23.57,1,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
139,LM0412,E11,2,E11aAJO,23.64,100.296987696224,23.57,1.53,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
140,LM0412,E11,7,E11aAPV,24.23,102.800169707255,23.57,1.5,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
141,LM0412,E11,5,E11aKQW,24.2,102.672889266016,23.57,1,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
142,LM0412,E11,3,E11aRTX,23.13,98.1332201951633,23.57,1.22,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
143,LM0412,E11,8,E11aQRY,23.92,101.48493848112,23.57,1.58,NA,a,UNI:E64,SCHUNT,1.10.2020,M,UNI,NA
144,LM0413,E11,1,E11aARX,20.78,94.9725776965265,21.88,1.25,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
145,LM0413,E11,6,E11aBRT,19.94,91.1334552102377,21.88,1.1,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
146,LM0413,E11,11,E11aDHN,20.68,94.5155393053016,21.88,1.17,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
147,LM0413,E11,4,E11aDHJ,21.24,97.0749542961609,21.88,1.51,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
148,LM0413,E11,9,E11aEHI,20.96,95.7952468007313,21.88,1.66,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
149,LM0413,E11,10,E11aHLW,21.11,96.4808043875686,21.88,0.93,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
150,LM0413,E11,2,E11aCEO,21.13,96.5722120658135,21.88,1.39,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
151,LM0413,E11,7,E11aFVX,20.81,95.109689213894,21.88,1.35,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
152,LM0413,E11,5,E11aGVW,20.1,91.8647166361975,21.88,1.38,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
153,LM0413,E11,3,E11aLQS,21.84,99.8171846435101,21.88,2.95,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
154,LM0413,E11,8,E11aTVX,20.69,94.5612431444241,21.88,1.21,NA,a,E64:UNI,SCHUNT,5.11.2020,F,E64,NA
155,LM0414,E11,9,E11aGRW,NA,NA,17.97,NA,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
156,LM0414,E11,10,E11aJRU,NA,NA,17.97,NA,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
157,LM0414,E11,8,E11aKYZ,12.92,71.8976071229828,17.97,0.09,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
158,LM0414,E11,1,E11aDHT,17.51,97.4401780745687,17.97,0.76,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
159,LM0414,E11,6,E11aALV,16.64,92.59877573734,17.97,0.89,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
160,LM0414,E11,11,E11aKLR,NA,NA,17.97,NA,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
161,LM0414,E11,4,E11aQSY,17.01,94.6577629382304,17.97,2.18,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
162,LM0414,E11,5,E11aJLN,16.62,92.4874791318865,17.97,1.9,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
163,LM0414,E11,2,E11aFNU,16.76,93.2665553700612,17.97,1.01,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
164,LM0414,E11,7,E11aALX,14.97,83.30550918197,17.97,0.52,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
165,LM0414,E11,3,E11aMWY,17.21,95.7707289927657,17.97,0.8,NA,a,E88:E88,PWD,14.10.2020,M,E88,NA
166,LM0415,E11,10,E11aELT,21.01,100.095283468318,20.99,0.97,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
167,LM0415,E11,11,E11aGPU,21.42,102.048594568842,20.99,0.91,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
168,LM0415,E11,4,E11aBPX,21.04,100.238208670796,20.99,1.43,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
169,LM0415,E11,9,E11aKQR,21.08,100.428775607432,20.99,1.3,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
170,LM0415,E11,6,E11aFVZ,20.92,99.6665078608862,20.99,1.72,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
171,LM0415,E11,2,E11aDFT,20.5,97.665555026203,20.99,1,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
172,LM0415,E11,7,E11aQSZ,20.8,99.0948070509767,20.99,1.33,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
173,LM0415,E11,5,E11aDUV,20.49,97.6179132920438,20.99,1.11,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
174,LM0415,E11,1,E11aAEO,20.78,98.9995235826584,20.99,1.29,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
175,LM0415,E11,3,E11aDGN,20.5,97.665555026203,20.99,1.09,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
176,LM0415,E11,8,E11aAHU,20.83,99.237732253454,20.99,1.16,NA,a,UNI:E64,SCHUNT,5.10.2020,M,UNI,NA
177,LM0416,E11,10,E11aQRV,10.79,80.2230483271375,13.45,0.3,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
178,LM0416,E11,5,E11aAMT,13.01,96.728624535316,13.45,0.72,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
179,LM0416,E11,1,E11aAHJ,13.91,103.420074349442,13.45,0.74,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
180,LM0416,E11,6,E11aFMZ,12.47,92.7137546468402,13.45,0.49,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
181,LM0416,E11,11,E11aBQU,NA,NA,13.45,NA,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
182,LM0416,E11,4,E11aBDI,12.93,96.1338289962825,13.45,1.16,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
183,LM0416,E11,9,E11aSUY,11.4,84.7583643122677,13.45,0.82,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
184,LM0416,E11,2,E11aCNW,15.67,116.505576208178,13.45,1.12,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
185,LM0416,E11,7,E11aNPS,12.5,92.9368029739777,13.45,0.69,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
186,LM0416,E11,8,E11aHKY,11.63,86.4684014869889,13.45,0.6,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
187,LM0416,E11,3,E11aAIY,13.31,98.9591078066915,13.45,0.83,NA,a,E88:UNI,PWD,14.10.2020,F,E88,NA
188,LM0417,E11,9,E11aCNO,23.59,100.898203592814,23.38,2.54,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
189,LM0417,E11,5,E11aAVY,22.34,95.551753635586,23.38,1.01,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
190,LM0417,E11,10,E11aJNO,23.23,91.5287628053586,25.38,1.54,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
191,LM0417,E11,7,E11aNPT,23.28,99.5722840034217,23.38,2.03,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
192,LM0417,E11,8,E11aRVX,23.9,102.224123182207,23.38,1.83,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
193,LM0417,E11,1,E11aNVZ,23.95,102.437981180496,23.38,1.34,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
194,LM0417,E11,6,E11aEWZ,22.13,94.6535500427716,23.38,1.15,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
195,LM0417,E11,11,E11aCHS,23.5,92.5925925925926,25.38,1.68,NA,a,E64:E88,SCHUNT,1.10.2020,M,E64,NA
