;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;282,890253883053;69,5;84;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;77,5;208,558551811659;71,5;82,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;79;155,087082479714;71,5;84;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;83,5;233,792919795723;71;87;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;354,710350568284;67,5;84,5;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;80;242,405216504799;68,5;88,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;346,605502455864;73;88;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;190,629666858243;69,5;90;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;81,5;253,925446481492;70;87,5;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;85,5;231,523537828347;71;89;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;243,909466340723;70,5;84;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78;321,007224877224;67,5;83;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;79;280,229648231472;74,5;82;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;314,723477150824;67,5;80;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;220,771731811189;75,5;87,5;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;319,900401345349;73,5;89;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;344,601126620081;74;86;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;304,687036696493;74;91,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;248,036549849371;71;89;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;210,120744152878;75;84;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78;318,97938656761;67,5;84;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;79;293,385539980327;67,5;82,5;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;76;323,667313518326;67,5;81;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79,5;220,47275373365;68,5;88,5;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82,5;281,497220947462;74;86,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;352,903610594673;74,5;87;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;297,728504896743;76,5;90;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;243,313087823318;70;89;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;215,040630191104;75;87;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78;335,303559438334;72;84;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;79;317,337610100208;67,5;82,5;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;174,50949904336;73;83;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;76;316,297038619424;67,5;81;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;202,749054645955;76;84;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82,5;299,663236399405;74,5;87,5;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;316,46728068577;69,5;89;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;286,017754408784;76;89,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;239,384972845681;70;86;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;207,300195626182;70;83,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78;295,533751979171;67,5;83;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79,5;287,730105771183;67,5;82,5;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;80;218,643359703811;73,5;83;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76;270,257225734547;68;81,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;74;221,369676670811;67,5;78,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;278,005923830929;68,5;88;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;301,147347434966;67,5;87;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;284,616846586015;71,5;87;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;245,94867230854;73,5;86,5;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;226,907072190581;71;85;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
