;Well;Fluor;Target;Content;Sample;Cq;SQ
;D08;SYBR;Ppia;Unkn;MouseCaecum2;22,3951362411155;n. def.
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;22,7529666534738;n. def.
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;27,181411320061;n. def.
;D11;SYBR;;Neg Ctrl;;n. def.;n. def.
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;20,4768284878799;n. def.
;E02;SYBR;IL-10;Unkn;MouseCaecum3;24,7463152495389;n. def.
;E03;SYBR;IL-12;Unkn;MouseCaecum3;25,6691406237663;n. def.
;E04;SYBR;IL-6;Unkn;MouseCaecum3;24,0028284284976;n. def.
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;25,381315019562;n. def.
;E06;SYBR;STAT6;Unkn;MouseCaecum3;22,655772414359;n. def.
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;21,6265905141158;n. def.
;E08;SYBR;Ppia;Unkn;MouseCaecum3;16,085442523435;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;18,0577746966014;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;23,4745750347331;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;20,8661167737321;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;25,3090481962739;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;26,3490312554943;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;24,4368761732162;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;26,1581171280508;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;23,4984503241848;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;22,2417628169442;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;16,4905970634922;n. def.
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;18,5928981476775;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;23,8476807232809;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;28,1553673120667;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;n. def.;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;35,3438648074412;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;28,4395338603526;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;35,0195360763479;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;30,1195654622666;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;33,1523436822627;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;23,4553916193731;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;27,9616366537534;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,8254077735893;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;28,9017464972489;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;n. def.;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;37,0915212760944;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;28,9251121174363;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;32,8435370961833;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;31,8758462005524;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;33,9863138472294;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;24,6021296348947;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;28,6691707047381;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;27,706060063106;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
