;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;450,803665961899;72;83,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;79;435,870706544207;71,5;85;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;401,163633562429;67,5;86,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;405,578920272228;67,5;82;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;476,599267971481;73;87;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;379,605982565196;73,5;86,5;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;354,613865935971;74;90,5;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;343,966875790462;70;88;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;296,151945473506;76,5;87;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;257,83032717957;69,5;86,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;None;None;None;None;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79;393,408613778329;74,5;82,5;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;80;388,036458036605;67,5;87;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76;372,535926251095;67,5;82,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;420,862515237785;69,5;86,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82,5;346,935577259899;69,5;88;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;397,465539419218;68;87,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;332,337167207195;70,5;87;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;300,958389197987;73;89;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;283,32209790808;70;86;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
