;Well;Fluor;Target;Content;Sample;Cq;SQ
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;21,2267681567326;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;29,3244716426173;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;30,7065383199431;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;29,1255598798252;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;39,1996575601563;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;30,3352693535303;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;26,09511184392;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;18,1639505721808;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;20,4223078017786;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;28,3757042778575;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;21,3790248967072;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;28,9363711353531;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;30,853744414042;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;29,3967163536657;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;25,3673517549453;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;30,5917064046444;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;26,4890723766203;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;18,62135699172;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;21,0267056129599;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;28,4854972377598;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
