;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;LM37;78;437,654639521932;67,5;83;
;D02;SYBR;IL-10;Unkn;LM37;78,5;345,447129601005;67,5;82;
;D03;SYBR;IL-12;Unkn;LM37;79;332,767821686246;67,5;87;
;D04;SYBR;IL-6;Unkn;LM37;75;340,284542926275;67,5;81,5;
;D05;SYBR;IFN-y;Unkn;LM37;79;450,676342688912;67,5;87;
;D06;SYBR;STAT6;Unkn;LM37;81,5;297,649898817288;77;89;
;D07;SYBR;TGF-b;Unkn;LM37;82,5;384,602016091878;71,5;90;
;D08;SYBR;Ppia;Pos Ctrl;LM37;82,5;323,26176454543;69;89,5;
;D09;SYBR;Ppip;Pos Ctrl;LM37;82,5;262,502861629963;70;90;
;D10;SYBR;CDC42;Pos Ctrl;LM37;79,5;224,787017344343;70,5;91;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;LM38;77,5;333,937111099923;67,5;88;
;E02;SYBR;IL-10;Unkn;LM38;78,5;355,465297467097;74;81,5;
;E03;SYBR;IL-12;Unkn;LM38;78,5;234,868206085169;67,5;86,5;
;E04;SYBR;IL-6;Unkn;LM38;75;402,753773590468;67,5;84,5;
;E05;SYBR;IFN-y;Unkn;LM38;80,5;243,187414744799;67,5;89,5;
;E06;SYBR;STAT6;Unkn;LM38;81,5;349,67702682323;76;92,5;
;E07;SYBR;TGF-b;Unkn;LM38;82,5;443,343831312565;72;90,5;
;E08;SYBR;Ppia;Pos Ctrl;LM38;82,5;329,115722414126;72,5;89,5;
;E09;SYBR;Ppip;Pos Ctrl;LM38;82,5;249,00537611765;70;88,5;
;E10;SYBR;CDC42;Pos Ctrl;LM38;79,5;192,947848384257;71;84;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;LM38;77,5;355,87943782102;70;85;
;F02;SYBR;IL-10;Unkn;LM38;78,5;350,262940754561;75;82;
;F03;SYBR;IL-12;Unkn;LM38;78,5;208,664482886203;67,5;81,5;
;F04;SYBR;IL-6;Unkn;LM38;75;415,350643423331;67,5;83,5;
;F05;SYBR;IFN-y;Unkn;LM38;80,5;286,124062246487;71;90,5;
;F06;SYBR;STAT6;Unkn;LM38;81,5;330,13780471215;67,5;87;
;F07;SYBR;TGF-b;Unkn;LM38;82,5;435,490036950993;68,5;87;
;F08;SYBR;Ppia;Pos Ctrl;LM38;82,5;389,757642088507;77,5;87,5;
;F09;SYBR;Ppip;Pos Ctrl;LM38;82,5;292,376151980335;69,5;91;
;F10;SYBR;CDC42;Pos Ctrl;LM38;79,5;262,711572527183;69,5;86,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;LM39;77,5;452,003308894487;70,5;83;
;G02;SYBR;IL-10;Unkn;LM39;78,5;441,11330462288;67,5;83,5;
;G03;SYBR;IL-12;Unkn;LM39;79;342,549720125962;67,5;88,5;
;G04;SYBR;IL-6;Unkn;LM39;75;430,586423691339;67,5;84;
;G05;SYBR;IFN-y;Unkn;LM39;79;431,403068951238;67,5;88;
;G06;SYBR;STAT6;Unkn;LM39;81,5;336,610730175316;67,5;89,5;
;G07;SYBR;TGF-b;Unkn;LM39;82,5;436,984788318591;73;87;
;G08;SYBR;Ppia;Pos Ctrl;LM39;82,5;373,485895166826;73;88;
;G09;SYBR;Ppip;Pos Ctrl;LM39;82,5;271,424971245953;69,5;89;
;G10;SYBR;CDC42;Pos Ctrl;LM39;80;215,177026859948;74;94,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;LM39;77,5;416,268347993734;67,5;82,5;
;H02;SYBR;IL-10;Unkn;LM39;78,5;405,220603405313;71;85;
;H03;SYBR;IL-12;Unkn;LM39;79;359,959981706257;67,5;88,5;
;H04;SYBR;IL-6;Unkn;LM39;75;422,097676021834;67,5;80;
;H05;SYBR;IFN-y;Unkn;LM39;78,5;505,7920426899;73,5;89,5;
;H06;SYBR;STAT6;Unkn;LM39;81,5;341,02116651428;69;91;
;H07;SYBR;TGF-b;Unkn;LM39;82,5;430,401788534518;77,5;90,5;
;H08;SYBR;Ppia;Pos Ctrl;LM39;83;331,740810629812;71;91,5;
;H09;SYBR;Ppip;Pos Ctrl;LM39;83;243,941938668074;71,5;94;
;H10;SYBR;CDC42;Pos Ctrl;LM39;80;221,89104013358;70;90,5;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
