;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;F02;SYBR;IL-10;Unkn;MouseCaecum3;None;None;None;None;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75;229,304025538171;67,5;81,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;78,5;235,02574181664;72;85,5;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;294,576577803852;73,5;86;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;77;195,506666617735;68,5;89;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82;233,53167856884;75,5;88;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;85,5;144,9199455802;83;89;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;186,519427671324;70;86,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;77;298,79688117599;67,5;82;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;78;297,524849485;73,5;83,5;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;78,5;206,588727011831;67,5;86,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75;349,874846879433;67,5;80;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;78,5;422,144232804306;67,5;87;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;342,62681548242;74,5;87;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;314,209936886051;75;89;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;294,776499669152;76;88,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;256,582853519406;75,5;89,5;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;223,258916405797;69,5;87,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;77,5;281,043996495688;70,5;83,5;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;78,5;237,392329400542;74;84;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;79;211,858736999365;74,5;82;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;327,927893502352;67,5;80,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;78,5;231,717841745361;67,5;85;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82,5;315,019589076642;70;91,5;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;317,119927323024;69;88,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;257,980622519091;72;88;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;238,401307336344;73,5;86;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;195,241737203048;71;83,5;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
