

Software Version;3.08.01



Experiment File Path:;C:\Users\User\Documents\Experiments\Lubomir\IFN-y_mouse_samples_Lubomir_Bednar_E7_fecal_ELISA.xpt
Protocol File Path:;C:\Users\User\Documents\Protocols\IFN-y_mouse_samples_Lubomir_Bednar.prt



Plate Number;Plate 2
Date;14.02.2020
Time;13:59:33
Reader Type:;Synergy HTX
Reader Serial Number:;1708301D
Reading Type;Reader

Procedure Details

Plate Type;96 WELL PLATE (Use plate lid)
Eject plate on completion;
Read;IFNy1
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Shake;Orbital: 0:10 (MM:SS)
;Frequency: 205 cpm (5 mm)
Read;IFNy2
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
Shake;Orbital: 0:10 (MM:SS)
;Frequency: 205 cpm (5 mm)
Read;IFNy3
;Absorbance Endpoint
;Full Plate
;Wavelengths:  450
;Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8

Layout
;1;2;3;4;5;6;7;8;9;10;11;12
H;0,092;0,090;0,097;0,091;0,106;0,108;0,130;0,108;0,246;0,094;0,108;0,109;IFNy1:450



Actual Temperature:;32,3

IFNy2:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,187;3,509;0,116;0,121;0,125;0,142;0,134;0,146;0,143;0,136;0,166;0,154;IFNy2:450
B;2,255;2,039;0,206;0,195;0,130;0,113;0,135;0,131;0,135;0,131;0,133;0,122;IFNy2:450
C;1,188;1,157;0,146;0,141;0,137;0,133;0,134;0,145;0,107;0,111;0,104;0,112;IFNy2:450
D;0,675;0,680;0,118;0,392;0,131;0,121;0,240;0,124;0,110;0,111;0,117;0,106;IFNy2:450
E;0,361;0,386;0,151;0,156;0,144;0,120;0,143;0,147;0,117;0,107;0,104;0,136;IFNy2:450
F;0,235;0,212;0,107;0,104;0,093;0,081;0,116;0,128;0,086;0,088;0,094;0,083;IFNy2:450
G;0,157;0,155;0,119;0,120;0,104;0,117;0,085;0,086;0,329;0,121;0,084;0,084;IFNy2:450
H;0,093;0,091;0,098;0,092;0,107;0,111;0,132;0,110;0,249;0,095;0,109;0,109;IFNy2:450



Actual Temperature:;32,1

IFNy3:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,201;3,505;0,118;0,122;0,127;0,143;0,135;0,149;0,145;0,139;0,167;0,156;IFNy3:450
B;2,261;2,061;0,207;0,198;0,131;0,115;0,136;0,132;0,137;0,132;0,134;0,123;IFNy3:450
C;1,193;1,168;0,147;0,144;0,138;0,133;0,135;0,146;0,108;0,113;0,105;0,113;IFNy3:450
D;0,675;0,683;0,119;0,395;0,132;0,122;0,242;0,125;0,111;0,112;0,119;0,107;IFNy3:450
E;0,365;0,389;0,152;0,157;0,146;0,121;0,146;0,148;0,118;0,108;0,105;0,137;IFNy3:450
F;0,237;0,214;0,108;0,105;0,093;0,082;0,117;0,129;0,087;0,089;0,094;0,083;IFNy3:450
G;0,158;0,154;0,120;0,121;0,104;0,118;0,085;0,087;0,332;0,122;0,085;0,084;IFNy3:450
H;0,094;0,092;0,100;0,092;0,108;0,112;0,134;0,110;0,252;0,096;0,110;0,110;IFNy3:450

Blank IFNy1:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,129;3,424;0,023;0,028;0,032;0,050;0,039;0,051;0,049;0,041;0,073;0,061;Blank IFNy1:450
B;2,173;1,920;0,113;0,103;0,037;0,019;0,043;0,038;0,040;0,038;0,041;0,030;Blank IFNy1:450
C;1,109;1,053;0,053;0,049;0,044;0,040;0,043;0,053;0,014;0,018;0,011;0,020;Blank IFNy1:450
D;0,595;0,585;0,025;0,261;0,038;0,028;0,142;0,032;0,016;0,018;0,024;0,013;Blank IFNy1:450
E;0,268;0,295;0,057;0,063;0,050;0,026;0,049;0,053;0,024;0,014;0,011;0,043;Blank IFNy1:450
F;0,145;0,118;0,014;0,012;0,001;-0,011;0,023;0,034;-0,006;-0,004;0,002;-0,009;Blank IFNy1:450
G;0,064;0,064;0,027;0,025;0,011;0,023;-0,007;-0,008;0,234;0,028;-0,007;-0,008;Blank IFNy1:450
H;0,001;-0,001;0,006;-0,000;0,015;0,017;0,039;0,017;0,155;0,003;0,017;0,018;Blank IFNy1:450

Blank IFNy2:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,095;3,416;0,024;0,029;0,033;0,049;0,041;0,054;0,051;0,044;0,074;0,062;Blank IFNy2:450
B;2,162;1,947;0,114;0,103;0,038;0,020;0,042;0,039;0,042;0,038;0,040;0,029;Blank IFNy2:450
C;1,096;1,064;0,053;0,049;0,044;0,040;0,042;0,053;0,014;0,019;0,011;0,020;Blank IFNy2:450
D;0,583;0,587;0,025;0,299;0,038;0,028;0,148;0,032;0,017;0,018;0,025;0,014;Blank IFNy2:450
E;0,268;0,294;0,058;0,064;0,052;0,028;0,051;0,054;0,025;0,015;0,012;0,043;Blank IFNy2:450
F;0,143;0,119;0,014;0,012;0,000;-0,012;0,024;0,036;-0,006;-0,004;0,001;-0,010;Blank IFNy2:450
G;0,065;0,062;0,027;0,028;0,011;0,024;-0,007;-0,007;0,236;0,029;-0,008;-0,009;Blank IFNy2:450
H;0,001;-0,001;0,006;-0,001;0,015;0,019;0,040;0,017;0,157;0,003;0,017;0,016;Blank IFNy2:450

Blank IFNy3:450
;1;2;3;4;5;6;7;8;9;10;11;12
A;3,108;3,412;0,025;0,029;0,034;0,050;0,042;0,056;0,052;0,046;0,074;0,063;Blank IFNy3:450
B;2,168;1,968;0,114;0,105;0,038;0,022;0,043;0,039;0,043;0,039;0,040;0,030;Blank IFNy3:450
C;1,100;1,075;0,054;0,051;0,045;0,040;0,042;0,053;0,015;0,020;0,012;0,020;Blank IFNy3:450
D;0,582;0,590;0,026;0,302;0,038;0,029;0,149;0,032;0,018;0,019;0,026;0,014;Blank IFNy3:450
E;0,272;0,296;0,059;0,064;0,053;0,028;0,053;0,055;0,025;0,015;0,012;0,044;Blank IFNy3:450
F;0,144;0,121;0,015;0,012;0,000;-0,012;0,024;0,036;-0,006;-0,004;0,001;-0,010;Blank IFNy3:450
G;0,065;0,061;0,027;0,028;0,011;0,025;-0,008;-0,006;0,239;0,029;-0,008;-0,009;Blank IFNy3:450
H;0,001;-0,001;0,007;-0,001;0,015;0,019;0,041;0,017;0,159;0,003;0,017;0,017;Blank IFNy3:450

