;Well;Fluor;Target;Content;Sample;Cq;SQ
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;33,0556609953315;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;32,5969902849118;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;31,2169376380343;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;22,4105791211523;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;22,3485991014832;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,4793323349489;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;4,23265662928849;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;36,9729058411085;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;n. def.;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;31,1326514373758;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;33,3413966454248;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;32,4359607958736;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;30,0292384351789;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;22,1490294364071;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;22,9796441304373;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,845317973885;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
