;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;F04;SYBR;IL-6;Unkn;MouseCaecum3;74,5;308,146389393295;67,5;79,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;None;None;None;None;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;81,5;269,186638873584;67,5;86,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;264,785604939784;69;89;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82;248,956678863624;71;88,5;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;None;None;None;None;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;None;None;None;None;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;77,5;406,490899472046;67,5;83,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75;359,741582466229;67,5;80,5;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;78,5;376,220952621142;67,5;86;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;81;247,482660292517;72;93,5;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82;391,580759129116;73,5;87;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82;351,059112109494;69,5;89;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;247,506826511597;70;86;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;None;None;None;None;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;None;None;None;None;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;74,5;357,258799597284;67,5;81,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;79;357,196652874568;67,5;88;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;81,5;291,021829514935;67,5;91;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;404,051739122306;69;88,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;274,675407515115;70,5;87,5;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
