;Well;Fluor;Target;Content;Sample;Cq;SQ
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;17,0845672689671;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;24,0031174142;n. def.
;E11;SYBR;;Neg Ctrl;;19,6990374889804;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;22,3746255077852;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;30,5084349322346;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;29,6025621691888;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;27,0266113781567;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;25,8444872424174;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;27,2002900182612;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;24,1362067250104;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;14,8281673909456;n. def.
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;17,0593988510519;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;22,8259719730475;n. def.
;F11;SYBR;;Neg Ctrl;;22,8215912124078;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;25,5469723324454;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;36,5750727191855;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;32,0006552358293;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;27,794407266136;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;32,5154417653461;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;30,4146694397706;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;30,4482234814009;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;21,5301220591362;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;22,2006467105315;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,4906265908625;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;26,0477278044564;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;36,8418677336372;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;32,1559876363724;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;28,2931153460728;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;32,6103757767408;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;31,153215060126;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;31,081963014358;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;21,9559454908982;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;22,62205568458;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,7594299434972;n. def.
;H11;SYBR;;Neg Ctrl;;25,7322017470038;n. def.
