;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;H02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;244,058651786611;67,5;83;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76,5;301,799516250466;68;82,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;79;363,768525695808;68;87,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;81,5;270,643805241783;76,5;86,5;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;373,862754560816;67,5;87;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82;365,78546006892;70;88;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82;328,447801987001;69,5;86;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;330,43569783016;70,5;85,5;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
