;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;391,204446555998;67,5;82,5;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;307,964250029214;67,5;91,5;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;300,491728288379;73,5;87;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;425,040449547126;75;89;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;354,168734382085;76;89;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;312,497627317365;67,5;86,5;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;78,5;272,169846554482;68,5;85,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;None;None;None;None;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79;464,103889604001;74;83,5;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;406,635952540147;67,5;86,5;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;414,441691015442;67,5;81,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;282,172094990009;67,5;92,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;328,067581496047;73,5;90,5;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;442,318674320049;69;90,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;332,639004824827;78;89,5;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;205,956953365778;72;87,5;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
