;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;A05;FAM;;Unkn;;None;None;None;None;
;A06;FAM;;Unkn;;79;441,791028821007;67,5;84;
;A07;FAM;;Unkn;;79;307,737339232586;67,5;87;
;A08;FAM;;Unkn;;79,5;370,167051439877;67,5;85,5;
;A09;FAM;;Unkn;;79,5;364,40714429902;67,5;84,5;
;A10;FAM;;Unkn;;79;281,929197683914;67,5;86,5;
;A11;FAM;;Unkn;;None;None;None;None;
;A12;FAM;;Unkn;;None;None;None;None;
;B01;FAM;;Unkn;;None;None;None;None;
;B02;FAM;;Unkn;;None;None;None;None;
;B03;FAM;;Unkn;;None;None;None;None;
;B04;FAM;;Unkn;;79,5;306,479426565577;72,5;88;
;B05;FAM;;Unkn;;79;341,660279078664;75;86;
;B06;FAM;;Unkn;;79;360,016247562483;75;82,5;
;B07;FAM;;Unkn;;79,5;290,65562287755;74,5;82,5;
;B08;FAM;;Unkn;;79,5;285,134838087054;75;83;
;B09;FAM;;Unkn;;79,5;405,534020649935;75;82,5;
;B10;FAM;;Unkn;;None;None;None;None;
;B11;FAM;;Unkn;;None;None;None;None;
;B12;FAM;;Unkn;;None;None;None;None;
;C01;FAM;;Unkn;;83,5;447,926642033541;73;87;
;C02;FAM;;Unkn;;84;448,54329843486;73,5;87;
;C03;FAM;;Unkn;;84;464,112127979868;73,5;87,5;
;C04;FAM;;Unkn;;79,5;309,482702547384;67,5;82,5;
;C05;FAM;;Unkn;;79,5;288,060888691425;76;82;
;C06;FAM;;Unkn;;79;364,124623499717;72,5;82,5;
;C07;FAM;;Unkn;;None;None;None;None;
;C08;FAM;;Unkn;;None;None;None;None;
;C09;FAM;;Unkn;;None;None;None;None;
;C10;FAM;;Unkn;;84;315,480004834132;67,5;87,5;
;C11;FAM;;Unkn;;85;256,102520725934;76,5;88;
;C12;FAM;;Unkn;;None;None;None;None;
;D01;FAM;;Unkn;;76;279,495990456315;67,5;81,5;
;D02;FAM;;Unkn;;76;307,89996438979;67,5;80,5;
;D03;FAM;;Unkn;;75;470,781555239314;67,5;83;
;D04;FAM;;Unkn;;76;301,73678526712;67,5;81;
;D05;FAM;;Unkn;;76;312,361489697671;71,5;83,5;
;D06;FAM;;Unkn;;75,5;329,704983724216;71,5;85;
;D07;FAM;;Unkn;;76;308,879536131326;67,5;81,5;
;D08;FAM;;Unkn;;None;None;None;None;
;D09;FAM;;Unkn;;76;402,464459776242;67,5;83,5;
;D10;FAM;;Unkn;;75,5;386,721159187316;67,5;84,5;
;D11;FAM;;Unkn;;76;358,161618573922;67,5;81;
;D12;FAM;;Unkn;;None;None;None;None;
;E01;FAM;;Unkn;;None;None;None;None;
;E02;FAM;;Unkn;;79,5;338,548696287846;67,5;88;
;E03;FAM;;Unkn;;None;None;None;None;
;E04;FAM;;Unkn;;78,5;365,197442859009;67,5;90;
;E05;FAM;;Unkn;;79;457,745726036719;73,5;91,5;
;E06;FAM;;Unkn;;79;480,31680215421;73;87,5;
;E07;FAM;;Unkn;;79,5;355,136733920379;67,5;86,5;
;E08;FAM;;Unkn;;79;259,218677765527;74,5;87,5;
;E09;FAM;;Unkn;;79;331,555540987345;67,5;86;
;E10;FAM;;Unkn;;79,5;306,59762889357;67,5;88,5;
;E11;FAM;;Unkn;;81;337,735550239163;67,5;88;
;E12;FAM;;Unkn;;None;None;None;None;
;F01;FAM;;Unkn;;81,5;285,391046803666;67,5;88,5;
;F02;FAM;;Unkn;;None;None;None;None;
;F03;FAM;;Unkn;;81;422,605466267874;74;93;
;F04;FAM;;Unkn;;81,5;383,696291055288;75;86,5;
;F05;FAM;;Unkn;;81;334,161297516837;76;85;
;F06;FAM;;Unkn;;81;350,767678871531;73;87,5;
;F07;FAM;;Unkn;;81;362,767343707947;67,5;85,5;
;F08;FAM;;Unkn;;None;None;None;None;
;F09;FAM;;Unkn;;81;320,122612321947;76;86,5;
;F10;FAM;;Unkn;;81;523,917817895046;74;86,5;
;F11;FAM;;Unkn;;81;359,343684484114;74;86,5;
;F12;FAM;;Unkn;;None;None;None;None;
;G01;FAM;;Unkn;;81,5;272,249564148013;68;89;
;G02;FAM;;Unkn;;None;None;None;None;
;G03;FAM;;Unkn;;81,5;366,39506150254;67,5;90,5;
;G04;FAM;;Unkn;;82;389,184441046864;67,5;88;
;G05;FAM;;Unkn;;81,5;277,806443432081;78,5;85;
;G06;FAM;;Unkn;;81,5;454,834517035567;75;87;
;G07;FAM;;Unkn;;81,5;379,666167472059;76;88;
;G08;FAM;;Unkn;;81;517,899424069062;74,5;89;
;G09;FAM;;Unkn;;82;400,63781321646;67,5;88,5;
;G10;FAM;;Unkn;;81,5;538,750711714444;67,5;89;
;G11;FAM;;Unkn;;81,5;439,195373672645;67,5;89;
;G12;FAM;;Unkn;;81,5;425,9774525526;67,5;88,5;
;H01;FAM;;Unkn;;None;None;None;None;
;H02;FAM;;Unkn;;None;None;None;None;
;H03;FAM;;Unkn;;None;None;None;None;
;H04;FAM;;Unkn;;None;None;None;None;
;H05;FAM;;Unkn;;None;None;None;None;
;H06;FAM;;Unkn;;None;None;None;None;
;H07;FAM;;Unkn;;None;None;None;None;
;H08;FAM;;Unkn;;None;None;None;None;
;H09;FAM;;Unkn;;None;None;None;None;
;H10;FAM;;Unkn;;None;None;None;None;
;H11;FAM;;Unkn;;None;None;None;None;
;H12;FAM;;Unkn;;None;None;None;None;
;A01;HEX;;Unkn;;None;None;None;None;
;A02;HEX;;Unkn;;None;None;None;None;
;A03;HEX;;Unkn;;None;None;None;None;
;A04;HEX;;Unkn;;79,5;15,6424477467369;73,5;84,5;
;A05;HEX;;Unkn;;None;None;None;None;
;A06;HEX;;Unkn;;79;16,1529225379382;71,5;82,5;
;A07;HEX;;Unkn;;None;None;None;None;
;A08;HEX;;Unkn;;None;None;None;None;
;A09;HEX;;Unkn;;None;None;None;None;
;A10;HEX;;Unkn;;None;None;None;None;
;A11;HEX;;Unkn;;None;None;None;None;
;A12;HEX;;Unkn;;None;None;None;None;
;B01;HEX;;Unkn;;None;None;None;None;
;B02;HEX;;Unkn;;None;None;None;None;
;B03;HEX;;Unkn;;None;None;None;None;
;B04;HEX;;Unkn;;None;None;None;None;
;B05;HEX;;Unkn;;None;None;None;None;
;B06;HEX;;Unkn;;None;None;None;None;
;B07;HEX;;Unkn;;None;None;None;None;
;B08;HEX;;Unkn;;None;None;None;None;
;B09;HEX;;Unkn;;79;14,8960892789279;76;82;
;B10;HEX;;Unkn;;None;None;None;None;
;B11;HEX;;Unkn;;None;None;None;None;
;B12;HEX;;Unkn;;None;None;None;None;
;C01;HEX;;Unkn;;83,5;13,9112214486645;80,5;88,5;
;C02;HEX;;Unkn;;83,5;13,8772041266072;78,5;86,5;
;C03;HEX;;Unkn;;None;None;None;None;
;C04;HEX;;Unkn;;None;None;None;None;
;C05;HEX;;Unkn;;None;None;None;None;
;C06;HEX;;Unkn;;None;None;None;None;
;C07;HEX;;Unkn;;None;None;None;None;
;C08;HEX;;Unkn;;None;None;None;None;
;C09;HEX;;Unkn;;None;None;None;None;
;C10;HEX;;Unkn;;None;None;None;None;
;C11;HEX;;Unkn;;None;None;None;None;
;C12;HEX;;Unkn;;None;None;None;None;
;D01;HEX;;Unkn;;None;None;None;None;
;D02;HEX;;Unkn;;None;None;None;None;
;D03;HEX;;Unkn;;75;13,9397145315139;72,5;78,5;
;D04;HEX;;Unkn;;None;None;None;None;
;D05;HEX;;Unkn;;None;None;None;None;
;D06;HEX;;Unkn;;None;None;None;None;
;D07;HEX;;Unkn;;None;None;None;None;
;D08;HEX;;Unkn;;None;None;None;None;
;D09;HEX;;Unkn;;None;None;None;None;
;D10;HEX;;Unkn;;None;None;None;None;
;D11;HEX;;Unkn;;None;None;None;None;
;D12;HEX;;Unkn;;None;None;None;None;
;E01;HEX;;Unkn;;None;None;None;None;
;E02;HEX;;Unkn;;None;None;None;None;
;E03;HEX;;Unkn;;None;None;None;None;
;E04;HEX;;Unkn;;None;None;None;None;
;E05;HEX;;Unkn;;None;None;None;None;
;E06;HEX;;Unkn;;None;None;None;None;
;E07;HEX;;Unkn;;None;None;None;None;
;E08;HEX;;Unkn;;None;None;None;None;
;E09;HEX;;Unkn;;None;None;None;None;
;E10;HEX;;Unkn;;None;None;None;None;
;E11;HEX;;Unkn;;None;None;None;None;
;E12;HEX;;Unkn;;None;None;None;None;
;F01;HEX;;Unkn;;None;None;None;None;
;F02;HEX;;Unkn;;None;None;None;None;
;F03;HEX;;Unkn;;None;None;None;None;
;F04;HEX;;Unkn;;None;None;None;None;
;F05;HEX;;Unkn;;None;None;None;None;
;F06;HEX;;Unkn;;None;None;None;None;
;F07;HEX;;Unkn;;None;None;None;None;
;F08;HEX;;Unkn;;None;None;None;None;
;F09;HEX;;Unkn;;None;None;None;None;
;F10;HEX;;Unkn;;None;None;None;None;
;F11;HEX;;Unkn;;None;None;None;None;
;F12;HEX;;Unkn;;None;None;None;None;
;G01;HEX;;Unkn;;None;None;None;None;
;G02;HEX;;Unkn;;None;None;None;None;
;G03;HEX;;Unkn;;None;None;None;None;
;G04;HEX;;Unkn;;None;None;None;None;
;G05;HEX;;Unkn;;None;None;None;None;
;G06;HEX;;Unkn;;None;None;None;None;
;G07;HEX;;Unkn;;None;None;None;None;
;G08;HEX;;Unkn;;81,5;15,2063460078704;77,5;84;
;G09;HEX;;Unkn;;None;None;None;None;
;G10;HEX;;Unkn;;None;None;None;None;
;G11;HEX;;Unkn;;None;None;None;None;
;G12;HEX;;Unkn;;None;None;None;None;
;H01;HEX;;Unkn;;None;None;None;None;
;H02;HEX;;Unkn;;None;None;None;None;
;H03;HEX;;Unkn;;None;None;None;None;
;H04;HEX;;Unkn;;None;None;None;None;
;H05;HEX;;Unkn;;None;None;None;None;
;H06;HEX;;Unkn;;None;None;None;None;
;H07;HEX;;Unkn;;None;None;None;None;
;H08;HEX;;Unkn;;None;None;None;None;
;H09;HEX;;Unkn;;None;None;None;None;
;H10;HEX;;Unkn;;None;None;None;None;
;H11;HEX;;Unkn;;None;None;None;None;
;H12;HEX;;Unkn;;None;None;None;None;
;A01;Quasar 705;;Unkn;;None;None;None;None;
;A02;Quasar 705;;Unkn;;94,5;4,25834606637136;92,5;95;
;A02;Quasar 705;;Unkn;;89,5;5,97788012972342;87;92,5;
;A03;Quasar 705;;Unkn;;88;7,69658403481179;86;91;
;A04;Quasar 705;;Unkn;;87,5;7,84454612523848;85,5;90,5;
;A05;Quasar 705;;Unkn;;88;7,46646799452833;85,5;91;
;A06;Quasar 705;;Unkn;;87,5;9,04750389918513;85;91;
;A07;Quasar 705;;Unkn;;88;7,37656674185132;85,5;91,5;
;A08;Quasar 705;;Unkn;;86;7,93129643580471;83,5;90,5;
;A08;Quasar 705;;Unkn;;94,5;6,369197136266;91;95;
;A09;Quasar 705;;Unkn;;82;6,02392067442463;80;84,5;
;A10;Quasar 705;;Unkn;;84,5;11,7218059190611;82,5;88;
;A11;Quasar 705;;Unkn;;82;18,2472341734421;80;86;
;A12;Quasar 705;;Unkn;;None;None;None;None;
;B01;Quasar 705;;Unkn;;89,5;6,72184043406077;87;92;
;B02;Quasar 705;;Unkn;;86,5;8,2545314666794;84;89,5;
;B03;Quasar 705;;Unkn;;86;11,9709818672667;83,5;88,5;
;B04;Quasar 705;;Unkn;;88;10,3578579527247;85,5;91,5;
;B05;Quasar 705;;Unkn;;85,5;17,2547619927174;83,5;88;
;B06;Quasar 705;;Unkn;;86,5;17,4007090386528;84,5;89,5;
;B07;Quasar 705;;Unkn;;85;17,0291241267927;83;88;
;B08;Quasar 705;;Unkn;;85,5;19,078832351631;83,5;88,5;
;B09;Quasar 705;;Unkn;;83;18,7932669461943;81;86;
;B09;Quasar 705;;Unkn;;94,5;4,4801051797931;92;95;
;B10;Quasar 705;;Unkn;;81,5;11,3166118379233;77,5;84,5;
;B11;Quasar 705;;Unkn;;74,5;4,98347985230924;72,5;76,5;
;B12;Quasar 705;;Unkn;;82,5;17,3651130375983;80;86;
;C01;Quasar 705;;Unkn;;87,5;9,69101888350696;85;90;
;C02;Quasar 705;;Unkn;;86,5;12,5283949185682;84;88,5;
;C03;Quasar 705;;Unkn;;84;15,2269775392238;81,5;86,5;
;C04;Quasar 705;;Unkn;;85;19,5472186751423;82,5;87,5;
;C04;Quasar 705;;Unkn;;94,5;6,21595997589742;92,5;95;
;C05;Quasar 705;;Unkn;;84,5;20,6068937020565;82,5;87;
;C06;Quasar 705;;Unkn;;85;18,7961776308529;82,5;87,5;
;C07;Quasar 705;;Unkn;;85,5;20,9427713825429;83,5;88;
;C08;Quasar 705;;Unkn;;83;14,6776275793933;80,5;87,5;
;C09;Quasar 705;;Unkn;;78;13,0139251334112;72;80,5;
;C10;Quasar 705;;Unkn;;81,5;12,8162039301395;76;84;
;C11;Quasar 705;;Unkn;;71,5;5,3564362426348;69;74,5;
;C12;Quasar 705;;Unkn;;82,5;14,3201427581051;77;85,5;
;D01;Quasar 705;;Unkn;;81,5;9,10217325967267;79;84;
;D02;Quasar 705;;Unkn;;84,5;15,2998502141452;82;87;
;D03;Quasar 705;;Unkn;;84,5;23,1682623076753;82,5;87;
;D04;Quasar 705;;Unkn;;88;22,4756612448132;86;90,5;
;D05;Quasar 705;;Unkn;;84,5;22,1511710961699;82;87,5;
;D06;Quasar 705;;Unkn;;85,5;25,2095389459253;83;88;
;D07;Quasar 705;;Unkn;;83;19,9089824671237;80,5;87;
;D08;Quasar 705;;Unkn;;82,5;16,1523282030629;77;86;
;D09;Quasar 705;;Unkn;;82,5;14,8687202658302;77;85,5;
;D10;Quasar 705;;Unkn;;78,5;12,263882433085;72;81;
;D11;Quasar 705;;Unkn;;74;7,61999279371958;71,5;77;
;D11;Quasar 705;;Unkn;;70,5;4,70562981847928;67,5;71,5;
;D12;Quasar 705;;Unkn;;86;24,1154091018986;84;89;
;E01;Quasar 705;;Unkn;;88,5;9,06430264113561;86;91;
;E02;Quasar 705;;Unkn;;84;19,0184721321421;81,5;86,5;
;E03;Quasar 705;;Unkn;;90;17,0373928995812;87,5;93,5;
;E04;Quasar 705;;Unkn;;88,5;25,1125804941694;86,5;91;
;E05;Quasar 705;;Unkn;;86;27,9193722025371;84;89;
;E06;Quasar 705;;Unkn;;86,5;28,4108790250979;84,5;89,5;
;E07;Quasar 705;;Unkn;;86,5;22,4358424311937;84;89,5;
;E08;Quasar 705;;Unkn;;86;19,8455663666661;83;90,5;
;E09;Quasar 705;;Unkn;;84,5;19,3531538532781;81,5;88;
;E10;Quasar 705;;Unkn;;86;21,6095814580148;83;91,5;
;E11;Quasar 705;;Unkn;;86,5;30,2968091999883;84,5;90,5;
;E12;Quasar 705;;Unkn;;83,5;16,2793040174357;81;88;
;F01;Quasar 705;;Unkn;;84;7,48950963311381;81,5;87;
;F02;Quasar 705;;Unkn;;85;14,8250573117552;82;88,5;
;F03;Quasar 705;;Unkn;;86;17,4991562951931;84;89;
;F04;Quasar 705;;Unkn;;87;20,4671709589809;84,5;91;
;F05;Quasar 705;;Unkn;;85,5;28,9567103138197;83;88;
;F06;Quasar 705;;Unkn;;88,5;23,0442525868523;86;91;
;F07;Quasar 705;;Unkn;;85,5;28,0464836444286;83,5;88,5;
;F08;Quasar 705;;Unkn;;85;31,0790044434397;83;88;
;F09;Quasar 705;;Unkn;;85;35,7250469281795;83;88;
;F10;Quasar 705;;Unkn;;86,5;30,7203498723326;84,5;91;
;F11;Quasar 705;;Unkn;;86,5;24,3815452718754;84,5;89;
;F12;Quasar 705;;Unkn;;87,5;8,95274700156051;85;91;
;G01;Quasar 705;;Unkn;;89,5;7,20750470100751;86;92;
;G02;Quasar 705;;Unkn;;85,5;10,0966694942819;83,5;88,5;
;G03;Quasar 705;;Unkn;;84,5;16,2753122161075;82;87,5;
;G04;Quasar 705;;Unkn;;86;18,4072155081248;84;89;
;G05;Quasar 705;;Unkn;;86,5;15,7361099083108;84,5;89,5;
;G06;Quasar 705;;Unkn;;88,5;13,9270917933702;86,5;91,5;
;G07;Quasar 705;;Unkn;;86,5;17,3884375727014;84,5;89,5;
;G08;Quasar 705;;Unkn;;85,5;20,3221454899672;83;88,5;
;G09;Quasar 705;;Unkn;;87;17,2794204040896;85;90;
;G10;Quasar 705;;Unkn;;89;15,7930228012788;87;92;
;G11;Quasar 705;;Unkn;;87,5;12,6042396517742;83,5;90,5;
;G12;Quasar 705;;Unkn;;87;8,85254978017502;84;90;
;H01;Quasar 705;;Unkn;;None;None;None;None;
;H02;Quasar 705;;Unkn;;89;6,85190154024781;85;92;
;H03;Quasar 705;;Unkn;;88;8,41224510473637;84,5;91;
;H04;Quasar 705;;Unkn;;87,5;9,15441371493097;85;90,5;
;H05;Quasar 705;;Unkn;;87,5;9,98718028608499;85;90,5;
;H06;Quasar 705;;Unkn;;89,5;9,8191737163454;87;92;
;H07;Quasar 705;;Unkn;;89,5;10,0781903783136;86;92,5;
;H08;Quasar 705;;Unkn;;None;None;None;None;
;H09;Quasar 705;;Unkn;;None;None;None;None;
;H10;Quasar 705;;Unkn;;None;None;None;None;
;H11;Quasar 705;;Unkn;;94,5;5,47592792402855;92;95;
;H12;Quasar 705;;Unkn;;None;None;None;None;
;A01;Texas Red;;Unkn;;None;None;None;None;
;A02;Texas Red;;Unkn;;None;None;None;None;
;A03;Texas Red;;Unkn;;None;None;None;None;
;A04;Texas Red;;Unkn;;None;None;None;None;
;A05;Texas Red;;Unkn;;None;None;None;None;
;A06;Texas Red;;Unkn;;None;None;None;None;
;A07;Texas Red;;Unkn;;None;None;None;None;
;A08;Texas Red;;Unkn;;None;None;None;None;
;A09;Texas Red;;Unkn;;None;None;None;None;
;A10;Texas Red;;Unkn;;None;None;None;None;
;A11;Texas Red;;Unkn;;None;None;None;None;
;A12;Texas Red;;Unkn;;None;None;None;None;
;B01;Texas Red;;Unkn;;None;None;None;None;
;B02;Texas Red;;Unkn;;None;None;None;None;
;B03;Texas Red;;Unkn;;None;None;None;None;
;B04;Texas Red;;Unkn;;None;None;None;None;
;B05;Texas Red;;Unkn;;None;None;None;None;
;B06;Texas Red;;Unkn;;None;None;None;None;
;B07;Texas Red;;Unkn;;None;None;None;None;
;B08;Texas Red;;Unkn;;None;None;None;None;
;B09;Texas Red;;Unkn;;None;None;None;None;
;B10;Texas Red;;Unkn;;None;None;None;None;
;B11;Texas Red;;Unkn;;None;None;None;None;
;B12;Texas Red;;Unkn;;92,5;79,2983177053895;90;95;
;C01;Texas Red;;Unkn;;None;None;None;None;
;C02;Texas Red;;Unkn;;None;None;None;None;
;C03;Texas Red;;Unkn;;None;None;None;None;
;C04;Texas Red;;Unkn;;None;None;None;None;
;C05;Texas Red;;Unkn;;None;None;None;None;
;C06;Texas Red;;Unkn;;None;None;None;None;
;C07;Texas Red;;Unkn;;None;None;None;None;
;C08;Texas Red;;Unkn;;None;None;None;None;
;C09;Texas Red;;Unkn;;None;None;None;None;
;C10;Texas Red;;Unkn;;None;None;None;None;
;C11;Texas Red;;Unkn;;None;None;None;None;
;C12;Texas Red;;Unkn;;None;None;None;None;
;D01;Texas Red;;Unkn;;None;None;None;None;
;D02;Texas Red;;Unkn;;None;None;None;None;
;D03;Texas Red;;Unkn;;None;None;None;None;
;D04;Texas Red;;Unkn;;None;None;None;None;
;D05;Texas Red;;Unkn;;None;None;None;None;
;D06;Texas Red;;Unkn;;None;None;None;None;
;D07;Texas Red;;Unkn;;None;None;None;None;
;D08;Texas Red;;Unkn;;None;None;None;None;
;D09;Texas Red;;Unkn;;None;None;None;None;
;D10;Texas Red;;Unkn;;None;None;None;None;
;D11;Texas Red;;Unkn;;None;None;None;None;
;D12;Texas Red;;Unkn;;None;None;None;None;
;E01;Texas Red;;Unkn;;None;None;None;None;
;E02;Texas Red;;Unkn;;None;None;None;None;
;E03;Texas Red;;Unkn;;None;None;None;None;
;E04;Texas Red;;Unkn;;None;None;None;None;
;E05;Texas Red;;Unkn;;None;None;None;None;
;E06;Texas Red;;Unkn;;None;None;None;None;
;E07;Texas Red;;Unkn;;None;None;None;None;
;E08;Texas Red;;Unkn;;None;None;None;None;
;E09;Texas Red;;Unkn;;None;None;None;None;
;E10;Texas Red;;Unkn;;None;None;None;None;
;E11;Texas Red;;Unkn;;94,5;15,3383258966171;91,5;95;
;E11;Texas Red;;Unkn;;88,5;15,4383351623742;81,5;91,5;
;E12;Texas Red;;Unkn;;None;None;None;None;
;F01;Texas Red;;Unkn;;None;None;None;None;
;F02;Texas Red;;Unkn;;None;None;None;None;
;F03;Texas Red;;Unkn;;None;None;None;None;
;F04;Texas Red;;Unkn;;None;None;None;None;
;F05;Texas Red;;Unkn;;None;None;None;None;
;F06;Texas Red;;Unkn;;None;None;None;None;
;F07;Texas Red;;Unkn;;None;None;None;None;
;F08;Texas Red;;Unkn;;None;None;None;None;
;F09;Texas Red;;Unkn;;None;None;None;None;
;F10;Texas Red;;Unkn;;None;None;None;None;
;F11;Texas Red;;Unkn;;None;None;None;None;
;F12;Texas Red;;Unkn;;None;None;None;None;
;G01;Texas Red;;Unkn;;94,5;14,4837113920671;90,5;95;
;G02;Texas Red;;Unkn;;None;None;None;None;
;G03;Texas Red;;Unkn;;None;None;None;None;
;G04;Texas Red;;Unkn;;None;None;None;None;
;G05;Texas Red;;Unkn;;None;None;None;None;
;G06;Texas Red;;Unkn;;None;None;None;None;
;G07;Texas Red;;Unkn;;None;None;None;None;
;G08;Texas Red;;Unkn;;None;None;None;None;
;G09;Texas Red;;Unkn;;None;None;None;None;
;G10;Texas Red;;Unkn;;None;None;None;None;
;G11;Texas Red;;Unkn;;None;None;None;None;
;G12;Texas Red;;Unkn;;None;None;None;None;
;H01;Texas Red;;Unkn;;None;None;None;None;
;H02;Texas Red;;Unkn;;None;None;None;None;
;H03;Texas Red;;Unkn;;None;None;None;None;
;H04;Texas Red;;Unkn;;None;None;None;None;
;H05;Texas Red;;Unkn;;None;None;None;None;
;H06;Texas Red;;Unkn;;81,5;14,4784705468718;79;84;
;H06;Texas Red;;Unkn;;94,5;23,1664008950756;91,5;95;
