;Well;Fluor;Target;Content;Sample;Cq;SQ
;E08;SYBR;Ppia;Unkn;MouseCaecum3;23,1642042909034;n. def.
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;25,7115921219767;n. def.
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;27,0526643145873;n. def.
;E11;SYBR;;Neg Ctrl;;n. def.;n. def.
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;33,0954095307685;n. def.
;F02;SYBR;IL-10;Unkn;MouseCaecum3;36,5420137556912;n. def.
;F03;SYBR;IL-12;Unkn;MouseCaecum3;34,491702462638;n. def.
;F04;SYBR;IL-6;Unkn;MouseCaecum3;29,4339163534679;n. def.
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;33,1166139182727;n. def.
;F06;SYBR;STAT6;Unkn;MouseCaecum3;28,2720354247816;n. def.
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;31,3007178854176;n. def.
;F08;SYBR;Ppia;Unkn;MouseCaecum3;23,1560757625472;n. def.
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;25,9247749816129;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;26,8471742218067;n. def.
;F11;SYBR;;Neg Ctrl;;37,6604004174248;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;32,4176248361406;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;35,0292690499374;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;30,7390570448617;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;26,7960237315232;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;29,4353734011512;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;23,6801909758394;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;27,1513770952118;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;18,355430822553;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;20,0826841874461;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;24,3459134253271;n. def.
;G11;SYBR;;Neg Ctrl;;33,1247782475117;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;31,4179750945995;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;34,6689405670146;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;27,4968220880244;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;26,3558463443486;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;29,3735907085505;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;24,7705046784757;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;27,8814117619984;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;19,1544041244322;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;21,1381606204102;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;25,0700285029088;n. def.
;H11;SYBR;;Neg Ctrl;;29,4163136827036;n. def.
