;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82,5;324,528075230311;74,5;87;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;344,504671755908;70;88;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;295,397150584481;75;89,5;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;270,318603926237;76;89;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;257,440083059351;70,5;87;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;78;361,1765766426;72;83;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;78,5;273,352180728221;70,5;82;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;79;216,04606418039;71;82,5;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;75,5;359,792425191391;67,5;82;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;79;394,751458430194;67,5;85,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;366,856511262946;73,5;88;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;348,952236881366;74,5;86,5;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;304,20395584921;71;90,5;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;242,383156432533;71;91,5;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;231,14181660261;70,5;88;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78;277,385282700414;72;83;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;None;None;None;None;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;83,5;244,887099522227;71;87;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75;369,434408930057;67,5;81,5;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79,5;212,520436144736;76,5;88;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;404,002872109971;72,5;89;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;279,895472125904;68,5;92,5;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82;258,101481768576;70,5;86,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;None;None;None;None;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;200,215029645843;71,5;88,5;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78;270,039035965611;71,5;84;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;79;179,420614248691;71,5;82;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;84;281,554363214966;67,5;90;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75,5;380,306965224373;67,5;81;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79,5;233,070212852919;68;88,5;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;394,967199865052;73,5;88,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;338,543481141414;75,5;90,5;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82;295,660392938007;71;87,5;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;86;172,425795376802;83,5;89;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;243,255657590077;70,5;86,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78;421,477962521289;67,5;84;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;79;436,434648668567;67,5;82;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;79;366,902280652281;72;84,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;377,182702777826;67,5;81,5;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;79;491,562121787853;67,5;84;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;381,157323414819;75;89;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;390,38207403703;69,5;89;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;323,20189528967;76;88,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;274,975874569184;76,5;86,5;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;231,885014843977;70;85;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;375,664834065317;67,5;84;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79;388,051138204205;67,5;83,5;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;80;395,967071598657;73,5;86,5;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76;355,81174228888;67,5;80,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;79,5;444,580492059873;69;85;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;365,333414062927;69,5;88;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;415,466314143613;69;86,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;331,289577806985;71,5;89;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;297,67072799237;73;88;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;292,328743356028;71;84;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
