;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;C04;SYBR;IL-6;Unkn;MouseCaecum2;74;239,031666710541;67,5;79,5;
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;78,5;281,12521010386;67,5;86;
;C06;SYBR;STAT6;Unkn;MouseCaecum2;82;303,950080557979;68;86,5;
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;None;None;None;None;
;C08;SYBR;Ppia;Unkn;MouseCaecum2;None;None;None;None;
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;None;None;None;None;
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;None;None;None;None;
;C11;SYBR;;Neg Ctrl;;None;None;None;None;
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;77;268,507681329847;71;81,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;None;None;None;None;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;None;None;None;None;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;74;230,529398235438;67,5;79;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;78,5;312,301049686865;67,5;87;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82;320,29472937381;68;87,5;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;83;221,85527321404;70,5;90;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;None;None;None;None;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;None;None;None;None;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;None;None;None;None;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;77,5;390,830319267647;71;85,5;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;78;344,464961302027;70;81,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;74;280,831013000325;67,5;79;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;78,5;610,330430314008;67,5;86;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;411,953806496911;72,5;86;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;323,899012807654;73,5;87,5;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;None;None;None;None;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;None;None;None;None;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;None;None;None;None;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;77;383,026132051729;71;82;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;78;345,040927946012;70;85;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;74;288,943256976755;67,5;79,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;None;None;None;None;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;388,998891026229;72,5;87,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;371,293295012916;74,5;90,5;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;83;224,150179742538;76,5;88;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;None;None;None;None;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;None;None;None;None;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;77;377,073677818173;67,5;84;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;78;313,622721969638;67,5;84;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;74;381,261752252161;67,5;79;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;78;467,392859904472;71;87,5;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;460,622636266803;68,5;87;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;363,854758353789;76,5;89,5;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;None;None;None;None;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;None;None;None;None;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;None;None;None;None;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;77;285,237623798023;67,5;81,5;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;74,5;371,120998827498;67,5;80,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;78;462,384165570335;67,5;86,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;441,194821952811;69;88;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;391,823231776503;68,5;88;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;None;None;None;None;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
