;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;F08;SYBR;Ppia;Pos Ctrl;LM38;81,5;362,644823164067;72,5;90;
;F09;SYBR;Ppip;Pos Ctrl;LM38;81,5;221,562074117567;76;84;
;F10;SYBR;CDC42;Pos Ctrl;LM38;79;297,285894429308;74,5;86,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;LM39;79;466,506904928124;73;90;
;G02;SYBR;IL-10;Unkn;LM39;79,5;463,386927240662;74,5;86;
;G03;SYBR;IL-12;Unkn;LM39;80;396,367339966447;75;88;
;G04;SYBR;IL-6;Unkn;LM39;76;358,912476381393;67,5;81,5;
;G05;SYBR;IFN-y;Unkn;LM39;79,5;410,902587729109;74;92,5;
;G06;SYBR;STAT6;Unkn;LM39;82;275,338392790029;76,5;86;
;G07;SYBR;TGF-b;Unkn;LM39;82,5;422,228753719888;78,5;95;
;G08;SYBR;Ppia;Pos Ctrl;LM39;83;222,001019914667;73;95;
;G09;SYBR;Ppip;Pos Ctrl;LM39;82;385,520677721641;77,5;90;
;G10;SYBR;CDC42;Pos Ctrl;LM39;79;359,449034106105;74;89,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;LM39;78;427,737749245147;71,5;84,5;
;H02;SYBR;IL-10;Unkn;LM39;79,5;451,138722197647;74,5;86;
;H03;SYBR;IL-12;Unkn;LM39;79,5;346,653655112024;72,5;89,5;
;H04;SYBR;IL-6;Unkn;LM39;75,5;332,26586167254;67,5;82;
;H05;SYBR;IFN-y;Unkn;LM39;79,5;386,097655261363;74;87;
;H06;SYBR;STAT6;Unkn;LM39;81,5;253,420681597612;76,5;88;
;H07;SYBR;TGF-b;Unkn;LM39;82;383,985369325225;77,5;86;
;H08;SYBR;Ppia;Pos Ctrl;LM39;82;393,243164196707;77,5;93,5;
;H09;SYBR;Ppip;Pos Ctrl;LM39;82;384,847020749467;77;86,5;
;H10;SYBR;CDC42;Pos Ctrl;LM39;78,5;357,781505964069;73,5;88;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
