;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;78,5;467,542431526371;67,5;85,5;
;D02;SYBR;IL-10;Unkn;MouseCaecum2;79;479,80963501372;67,5;85,5;
;D03;SYBR;IL-12;Unkn;MouseCaecum2;79;395,575180849856;67,5;85;
;D04;SYBR;IL-6;Unkn;MouseCaecum2;76;389,301707881471;67,5;88,5;
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;79,5;522,37951967445;67,5;87,5;
;D06;SYBR;STAT6;Unkn;MouseCaecum2;82,5;215,185691348953;74,5;90,5;
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;370,769713903178;69,5;88,5;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;81;666,935084982557;74,5;90;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;404,257107895494;67,5;87;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79;222,018711257891;75;85,5;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78;352,907186736897;67,5;87;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;79,5;243,154825440321;67,5;88,5;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;76;381,859255678668;67,5;81;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;None;None;None;None;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;239,281960719633;69,5;88;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;224,313964537892;77;92,5;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;80;602,530317613917;68;86;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;81,5;225,387414947;67,5;83;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;85;248,511255880513;83;88,5;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;279,428692834018;75,5;83,5;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78;332,101290949945;67,5;90;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;None;None;None;None;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;None;None;None;None;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;76;391,629657466586;67,5;81;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;85,5;210,554916175134;83;93;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;212,495041682468;69,5;88,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;208,3720404613;70;93;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;80;580,87097852379;67,5;86;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;81,5;276,989795046056;68,5;83;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;85;291,776097809262;83;88;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;272,208757887871;67,5;86;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78,5;373,427201639266;67,5;87,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;79;273,282128577529;67,5;82;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;76;403,232041435601;67,5;82,5;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;82;230,669749821289;68,5;90;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;201,394589356971;69,5;88,5;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;83;278,327316673429;77;93;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;80;462,262769228107;67,5;91;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;81,5;400,208440659564;75;90;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79;361,776839649363;67,5;86,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;None;None;None;None;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;None;None;None;None;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;None;None;None;None;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;76;383,946945446123;67,5;82;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;None;None;None;None;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;218,812496698539;70;85,5;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;83;300,456542389015;69,5;90;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;80;540,265365021494;67,5;88;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;81,5;419,07389818077;68;90,5;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;75;232,241930531469;70,5;79;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
