;Well;Fluor;Target;Content;Sample;Cq;SQ
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;20,8935884083055;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;22,3093711404469;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;30,3334215469419;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;34,9116010469334;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;34,0636710062327;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;25,01464958755;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;25,1141785410665;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;25,4847372598518;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;27,8548332161331;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;20,787939331774;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;21,0833825376693;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;22,8124076477985;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;n. def.;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;36,1015600382041;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;36,1774363611951;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;24,5645360812196;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;23,90055515059;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;26,3622584391964;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;27,9187909346289;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;21,3301506829825;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;21,4592194964045;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;22,9481938915295;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
