;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;82,5;227,630515852026;72,5;89,5;
;D08;SYBR;Ppia;Unkn;MouseCaecum2;82,5;314,38356172696;70;87;
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;82,5;244,948053713591;71;87;
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;79,5;193,780428651001;70,5;84;
;D11;SYBR;;Neg Ctrl;;None;None;None;None;
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;78;413,865308012658;67,5;85,5;
;E02;SYBR;IL-10;Unkn;MouseCaecum3;78,5;357,894574105087;67,5;82;
;E03;SYBR;IL-12;Unkn;MouseCaecum3;79;332,181048668072;67,5;86,5;
;E04;SYBR;IL-6;Unkn;MouseCaecum3;75;392,196984912088;67,5;81;
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;79;513,989301037245;67,5;86,5;
;E06;SYBR;STAT6;Unkn;MouseCaecum3;82;423,430572235252;73;91;
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;405,265627152523;74;87;
;E08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;317,213588020794;70;88,5;
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;250,848841722713;71;94;
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;180,492756040458;75,5;86,5;
;E11;SYBR;;Neg Ctrl;;None;None;None;None;
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;78;393,493343950775;71,5;83,5;
;F02;SYBR;IL-10;Unkn;MouseCaecum3;78,5;431,712751946953;67,5;82;
;F03;SYBR;IL-12;Unkn;MouseCaecum3;79;282,473645151515;67,5;87;
;F04;SYBR;IL-6;Unkn;MouseCaecum3;75;377,637255558582;67,5;83,5;
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;79;495,133174907597;72,5;86,5;
;F06;SYBR;STAT6;Unkn;MouseCaecum3;82;402,132697814051;68;86,5;
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;82,5;430,974242115088;73,5;88;
;F08;SYBR;Ppia;Unkn;MouseCaecum3;82,5;334,744530564056;70,5;90;
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;82,5;254,868303006391;70;90,5;
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;79,5;188,987212441254;70;87,5;
;F11;SYBR;;Neg Ctrl;;None;None;None;None;
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;78;358,166461350859;67,5;85,5;
;G02;SYBR;IL-10;Unkn;MouseCaecum4;78,5;200,326821298434;76;86,5;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;79;183,87238985898;67,5;81;
;G03;SYBR;IL-12;Unkn;MouseCaecum4;83;193,271165125267;81;86,5;
;G04;SYBR;IL-6;Unkn;MouseCaecum4;75;398,64809924724;67,5;82;
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;81;268,335455362267;68;91;
;G06;SYBR;STAT6;Unkn;MouseCaecum4;82;430,706710212762;74;88;
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;313,944980426449;75,5;90,5;
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82;254,532894662037;71;86,5;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;86;203,815418263668;71;89,5;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;186,515822482201;70;90,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78;339,717568390629;67,5;83,5;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79;214,913333764894;67,5;86,5;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;184,808951298873;67,5;81;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;83;199,877791317384;81;87;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;375,254470273357;67,5;82,5;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;81;230,016357011358;68,5;91,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;436,398228734926;75;91;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;323,713562688867;68;92,5;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82;251,596857954034;68,5;86,5;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;86;189,11598843803;77;89,5;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;None;None;None;None;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
