;Well;Fluor;Target;Content;Sample;Cq;SQ
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;23,7542178064969;n. def.
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;25,5768346453194;n. def.
;F11;SYBR;;Neg Ctrl;;n. def.;n. def.
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;31,0204908559589;n. def.
;G02;SYBR;IL-10;Unkn;MouseCaecum4;34,8957464302788;n. def.
;G03;SYBR;IL-12;Unkn;MouseCaecum4;36,128595723322;n. def.
;G04;SYBR;IL-6;Unkn;MouseCaecum4;30,0820529624613;n. def.
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;32,3015293478177;n. def.
;G06;SYBR;STAT6;Unkn;MouseCaecum4;28,2903837523709;n. def.
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;26,9387316762863;n. def.
;G08;SYBR;Ppia;Unkn;MouseCaecum4;20,2666580972416;n. def.
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;20,8008789276456;n. def.
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;26,5081463979938;n. def.
;G11;SYBR;;Neg Ctrl;;n. def.;n. def.
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;32,2103251270168;n. def.
;H02;SYBR;IL-10;Unkn;MouseCaecum4;32,8401434567169;n. def.
;H03;SYBR;IL-12;Unkn;MouseCaecum4;35,1568872976926;n. def.
;H04;SYBR;IL-6;Unkn;MouseCaecum4;30,5011111906203;n. def.
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;33,8956387477775;n. def.
;H06;SYBR;STAT6;Unkn;MouseCaecum4;29,3647273158477;n. def.
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;27,5868453578082;n. def.
;H08;SYBR;Ppia;Unkn;MouseCaecum4;21,0698903172219;n. def.
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;21,5341876418339;n. def.
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;27,2868188725881;n. def.
;H11;SYBR;;Neg Ctrl;;n. def.;n. def.
