;Well;Fluor;Target;Content;Sample;Melt Temperature;Peak Height;Begin Temperature;End Temperature;Well Note
;G08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;372,119257703842;71;91;
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;332,379643029452;73;87;
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;283,951572007615;71;87,5;
;G11;SYBR;;Neg Ctrl;;None;None;None;None;
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;78;391,742023327219;67,5;84;
;H02;SYBR;IL-10;Unkn;MouseCaecum4;79;407,517337168616;67,5;86;
;H03;SYBR;IL-12;Unkn;MouseCaecum4;79,5;285,937413392334;74,5;88,5;
;H04;SYBR;IL-6;Unkn;MouseCaecum4;75,5;392,011017785615;67,5;81;
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;75;209,840313994205;67,5;78,5;
;H06;SYBR;STAT6;Unkn;MouseCaecum4;82;369,47839031739;67,5;88;
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;82,5;404,66864376989;76,5;88;
;H08;SYBR;Ppia;Unkn;MouseCaecum4;82,5;356,563490822604;78;88;
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;82,5;315,884471913205;78;86,5;
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;79,5;263,586925312318;75;84;
;H11;SYBR;;Neg Ctrl;;None;None;None;None;
